GeneID	GSM3145509	GSM3145510	GSM3145511	GSM3145512	GSM3145513	GSM3145514	GSM3145515	GSM3145516	GSM3145517	GSM3145518	GSM3145519	GSM3145520	GSM3145521	GSM3145522	GSM3145523	GSM3145524
270	2	1	0	6	1	4	2	0	0	3	2	9	3	0	7	9
4893	5571	5950	3610	5145	5879	6323	7010	4536	378	965	3693	442	1210	399	975	526
7812	42046	46770	24171	36091	40745	46256	44885	30517	3730	10647	6725	5855	11782	3650	1693	6136
80143	3283	3360	1905	3067	3449	3942	3775	2648	1017	2778	4541	2212	2500	905	773	2310
6847	1	0	2	4	2	0	1	2	0	0	0	0	0	0	0	0
105378915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7252	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1
10100	3	7	5	4	4	2	30	14	81	211	175	387	161	50	46	385
105378916	11	10	10	1	9	8	8	2	1	1	2	2	1	0	0	2
112840934	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
4803	0	0	1	0	0	0	2	0	2	5	8	14	5	3	0	14
112268234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81839	1468	1874	829	1415	1484	1734	1425	1013	674	1818	1424	1138	1459	565	305	1169
845	0	1	1	0	1	2	1	0	0	0	2	1	1	0	0	0
4808	2	2	1	0	0	1	2	0	0	3	4	5	1	0	9	4
101928995	2	0	1	3	0	0	0	0	1	0	4	0	2	0	0	0
101928977	0	1	0	5	0	0	0	0	2	1	7	5	1	1	0	2
55356	163	203	148	192	220	190	366	168	101	251	498	235	165	59	54	200
126868	56	54	25	31	137	130	71	36	3	7	7	8	1	0	4	3
105378918	0	5	4	3	8	3	4	0	0	0	0	0	0	0	0	0
107985190	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
105378919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378920	0	1	1	6	0	0	2	0	0	0	0	0	0	0	1	2
476	16905	19830	10562	16307	37041	45871	31634	24119	6401	17752	10772	15439	19521	6063	5018	16598
84852	2287	2693	1280	2148	4653	5585	4154	3070	752	2234	1329	1897	2495	786	599	2058
101929023	0	1	4	1	4	1	5	5	1	6	2	0	1	3	0	0
112268235	12	19	16	21	4	9	15	16	23	79	71	30	94	14	25	39
965	321	392	223	328	290	322	361	269	436	1287	1471	547	1554	449	423	677
105378925	2	2	2	5	1	1	1	3	1	4	8	3	5	3	1	4
100616384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3321	610	929	551	710	424	498	1309	748	424	1170	1214	1674	1129	457	231	1619
105378924	0	1	1	2	3	1	5	2	5	6	7	6	1	2	0	4
100302117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
914	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
105378927	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
5738	2970	3437	1750	2732	2619	3069	3759	2335	937	2527	1115	2111	2342	828	200	1954
9398	760	970	362	653	652	737	985	628	241	657	313	611	619	215	69	557
101929099	39	50	19	19	10	28	20	9	2	8	23	10	7	8	3	13
8458	1768	1636	781	1217	1366	1721	1264	850	374	1144	1406	739	709	240	156	524
100126331	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
80263	352	479	192	281	215	231	357	199	100	295	433	327	156	58	56	230
79679	10	12	4	4	5	7	13	3	0	1	42	15	2	0	3	6
104355292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10905	4614	4924	3232	4363	4230	4988	3979	3179	1683	4892	5298	3403	5603	1671	1437	3840
100996263	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1
54855	291	265	258	291	176	187	244	178	158	443	300	726	1014	335	220	1097
105378929	4	1	1	2	1	0	2	0	1	0	18	110	1	1	0	47
54834	1505	1646	808	1326	1735	2082	1628	1336	935	2756	4712	1828	2800	907	964	1970
10885	5130	5718	2724	3998	3130	4147	3190	2347	507	1229	1743	1764	763	244	251	1387
200162	180	198	377	595	154	206	226	207	20	43	61	73	39	9	11	62
105378930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985447	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6913	278	287	251	348	174	274	197	175	1	6	4	19	23	12	3	56
105378933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10352	976	1158	466	791	568	757	623	499	298	779	697	781	588	217	116	697
104472716	0	0	0	3	0	1	0	0	3	0	5	1	2	2	0	0
101929147	371	502	201	358	371	422	315	247	38	91	170	90	93	21	48	71
107985192	1	3	5	5	7	2	6	7	4	6	7	5	6	1	4	4
105378934	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
51179	49	46	25	36	19	24	28	17	0	0	1	0	4	0	2	0
100874270	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3284	3	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0
105378935	0	0	1	0	0	0	0	0	0	1	2	1	0	0	3	0
3283	19	13	11	36	16	19	16	11	1	2	1	0	0	0	0	3
128102	3	5	5	1	12	9	6	6	9	34	84	47	22	7	46	72
644242	7	11	6	8	16	17	17	11	9	28	85	63	42	14	40	63
90874	505	549	303	371	655	743	778	493	911	2358	2374	1892	2377	739	484	1856
105378937	3	7	1	2	3	2	6	0	0	2	0	0	0	1	0	1
26227	7817	15173	3610	4821	5036	5612	5618	3412	1139	2976	4372	2481	2542	847	1234	2064
105378936	444	529	195	302	253	293	259	215	61	152	230	138	92	37	48	120
3158	3547	4178	1707	2844	311	427	1154	523	0	3	2	2	1	0	0	0
83998	34	28	15	19	14	16	24	15	0	0	1	1	0	0	0	0
105378938	27	28	14	35	48	59	37	29	2	5	4	3	4	1	1	5
343505	12	16	5	12	12	16	13	6	3	12	8	7	8	2	4	5
11085	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	6
4853	2344	2612	1289	2084	1892	2161	2369	1628	2932	7819	4285	1582	8493	2674	1039	1760
101929178	6	10	4	7	0	1	5	1	1	7	0	4	3	1	0	3
105378939	0	1	0	0	0	0	1	0	0	1	0	0	4	0	0	0
105378940	0	0	0	0	3	0	0	1	5	14	2	12	13	11	5	9
9554	3762	4450	2633	3741	3299	3944	4637	3039	367	1125	1636	908	1005	333	300	908
107985522	39	53	35	58	23	15	23	9	12	38	42	35	37	12	8	26
105378941	1	1	2	2	0	0	0	1	1	3	8	5	3	2	2	3
105378954	41	49	19	39	22	26	34	23	37	82	87	117	93	38	9	98
101929788	2	4	3	2	1	3	3	2	1	3	3	2	3	1	0	3
728841	1725	1978	1024	1547	1416	1578	1675	1185	516	1301	1555	1073	1153	431	334	1078
107985523	7	11	4	6	4	10	5	5	3	7	6	9	7	2	2	5
767846	191	159	128	131	95	99	140	93	27	95	88	52	39	20	6	53
100996724	500	612	325	481	674	727	594	442	264	757	1995	829	713	256	379	751
107985524	13	15	9	13	48	45	30	18	19	32	66	47	52	13	12	27
105378944	5	4	2	4	0	1	2	1	0	4	0	1	1	1	0	3
105378943	7	11	7	9	2	2	6	3	3	11	7	10	7	4	0	6
101929796	40	57	23	32	35	29	40	17	32	88	56	71	58	17	8	49
101060684	873	1036	504	817	836	1011	1040	765	352	914	896	701	838	274	199	731
107985762	0	0	0	0	0	0	0	0	1	2	1	1	5	1	1	2
101954277	3	2	1	1	0	3	1	3	53	256	271	229	276	104	55	311
653505	5	8	1	4	3	5	5	3	0	4	2	4	8	3	1	8
728855	120	264	94	134	52	69	130	99	42	115	95	112	102	36	21	104
100996720	46	47	26	45	22	20	39	26	20	38	35	43	40	12	6	45
101954264	0	0	0	0	0	0	0	1	3	21	20	16	19	7	6	26
107985763	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1
105369199	3	7	1	10	4	4	3	6	3	15	6	3	11	3	1	4
101929798	17	17	7	17	19	20	20	11	1	10	16	6	12	3	9	6
107985748	0	0	0	0	0	0	1	0	1	13	11	8	9	4	3	9
107985749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106479023	162	210	281	309	86	116	211	144	172	406	347	171	292	134	40	147
2210	46	51	37	68	14	29	62	56	0	1	6	8	1	0	2	6
100996318	72	70	51	100	37	56	85	65	3	5	15	15	5	0	3	16
337875	50	69	65	75	31	33	66	49	83	210	228	100	159	79	18	80
653820	975	927	397	625	576	609	625	354	420	1185	565	659	852	323	92	620
653464	715	751	401	685	770	825	893	689	256	675	695	483	697	237	146	478
107985193	3	4	0	1	1	2	4	1	11	28	26	14	19	6	1	19
100873165	0	0	0	1	0	0	0	1	3	6	7	6	9	4	0	8
107985194	1	0	1	2	0	1	0	1	1	5	6	8	7	0	0	14
647121	424	445	144	275	260	272	274	178	83	207	275	107	161	65	47	143
107985195	1	1	1	0	0	1	0	3	0	3	2	2	1	1	1	1
101929814	2	4	2	2	3	2	4	5	0	1	1	7	1	0	1	7
105371172	1	0	1	0	0	1	2	0	0	1	1	0	0	0	0	0
105371175	27	42	17	38	33	45	42	28	3	10	16	11	4	3	1	12
107985200	104	158	62	95	85	79	104	58	78	223	222	194	237	79	64	208
107985201	48	58	23	45	28	39	39	28	40	95	136	101	58	23	22	89
101927452	2	4	1	1	2	1	3	2	0	1	1	5	1	0	1	7
112268275	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1
112268273	1	0	0	0	0	0	0	0	0	1	2	1	1	1	0	2
100189261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101954269	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	6
26863	24	12	4	8	12	37	5	17	577	6770	4727	4815	6126	2964	1305	8538
791227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105369140	4	3	2	8	2	1	9	3	4	18	11	7	16	3	1	5
100189142	0	0	0	0	0	1	0	0	1	2	2	2	1	0	0	0
100189326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199882	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
100189356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338391	75	87	68	108	39	59	122	77	83	206	227	88	155	79	17	67
100132417	11	13	8	19	4	9	17	16	1	0	1	4	0	0	0	0
440686	296	329	320	555	171	216	420	287	122	288	280	144	226	110	26	133
105371209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554282	803	863	405	571	515	530	492	328	349	928	480	512	678	260	61	469
100996712	385	408	223	348	408	432	457	335	130	308	262	183	289	101	60	175
105371207	0	0	1	0	0	1	3	1	0	0	1	0	0	0	0	0
105371206	23	37	16	34	32	40	36	26	3	10	16	12	5	3	1	12
100996732	176	250	107	162	112	135	144	91	122	290	399	329	230	89	76	317
101060524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927333	6	9	3	4	5	3	7	12	0	1	2	12	1	0	0	17
105371196	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2
730262	1	0	0	1	0	0	0	0	0	3	1	2	4	1	0	3
105373467	39	69	41	52	34	44	27	31	30	120	143	104	132	44	37	157
101954267	14	25	15	18	14	14	7	9	24	111	124	80	115	41	29	132
100189323	2	2	3	0	0	0	2	3	6	24	18	14	9	4	1	11
284565	1114	1456	720	1032	1102	1188	1501	978	306	761	803	811	712	256	192	771
105371211	19	31	24	19	12	9	27	7	4	14	9	19	7	8	2	14
6063	1	3	0	2	0	0	0	0	499	5772	4384	4713	5744	2645	1407	8083
105379574	54	37	30	45	18	49	19	35	559	6755	4725	4738	6190	2921	1321	8547
100189127	1	1	1	0	0	0	1	1	6	23	18	14	8	2	1	9
728945	1	1	0	1	2	1	0	0	1	3	2	2	3	2	0	3
101929826	5	9	3	4	5	3	7	13	0	1	2	13	1	1	0	17
105371214	0	0	0	0	1	1	2	1	0	1	0	1	0	1	0	1
105371215	1	2	2	2	0	1	3	2	0	0	0	4	0	0	0	6
101927429	3	5	1	2	4	6	5	4	1	2	2	3	4	1	1	3
1818	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
645166	135	200	87	131	81	85	90	62	86	204	274	316	207	76	66	303
105371216	22	39	17	36	35	43	38	25	3	10	15	12	6	3	1	12
105371217	1	1	1	1	1	1	2	1	0	0	0	0	0	0	0	0
107985528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
647135	727	766	415	683	775	889	927	673	257	695	663	467	652	230	142	433
107985595	0	0	0	0	1	1	3	0	3	7	6	3	8	1	2	4
728833	800	858	409	575	514	526	494	312	355	922	464	521	708	256	62	473
105371219	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0
107985754	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
101929805	0	2	2	5	1	0	2	0	0	1	0	1	1	1	0	1
107985614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985615	0	0	0	0	0	0	0	0	1	2	2	2	1	0	0	0
103091866	494	785	462	678	106	117	334	181	27	69	72	69	72	32	15	80
100996740	53	77	43	72	25	29	50	25	25	43	57	59	48	18	4	58
645142	1	0	0	0	0	0	0	0	0	2	1	1	3	1	0	3
101954266	34	53	47	57	9	8	21	12	99	255	266	216	328	107	68	309
7214	4	2	0	0	0	0	0	0	7	30	24	26	20	8	1	26
100288142	581	741	401	568	684	675	799	622	264	641	696	535	691	235	208	577
105371312	85	97	57	88	69	83	72	62	38	99	139	95	97	38	22	92
105371288	17	24	17	23	8	11	14	10	1	2	1	1	1	1	0	3
107985755	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
107985751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929780	337	473	213	339	360	392	475	344	179	474	469	364	477	168	112	392
653519	1986	2532	1474	1711	2026	2218	1996	1345	421	1202	1623	1520	1034	340	345	1373
5174	32	33	19	40	13	36	46	25	14	21	45	37	22	4	11	37
11126	5	5	3	4	4	4	4	4	0	18	13	5	5	2	3	9
27246	1252	1593	888	1208	1332	1469	1545	1138	631	1649	1303	1242	1557	466	295	1217
10623	1459	1598	834	1232	1137	1359	1584	1029	329	928	1208	773	636	252	198	728
200035	134	161	129	144	185	203	218	175	30	79	147	48	79	34	44	95
10401	1024	1433	753	1149	1414	1382	1659	1039	197	491	692	227	600	235	296	295
102466191	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
148741	3	1	31	45	4	1	22	9	0	1	0	1	0	0	0	0
107985593	0	0	2	5	0	0	3	0	1	1	0	4	2	2	2	2
8515	84	55	57	108	73	85	74	63	36	75	249	96	54	23	183	49
8799	620	985	327	552	424	555	583	331	122	321	305	331	178	82	36	251
114814	1391	1694	1160	1316	1305	1540	1438	1011	33	93	134	108	63	13	18	88
9939	10055	11719	6505	8870	10273	11739	11555	7932	1025	2966	3210	2491	2718	896	734	2518
105371260	415	521	257	388	364	483	406	275	63	156	186	119	127	37	45	99
128077	389	494	450	674	268	286	768	449	424	989	1566	802	857	310	428	736
84265	758	1016	946	1127	487	508	1421	718	35	102	114	98	42	23	7	67
284615	363	413	274	370	495	526	511	390	36	90	74	226	55	17	12	197
10628	11651	18229	11456	17688	6934	7429	22616	11889	214	735	489	400	828	286	72	533
148738	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
100189384	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0
100189064	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	4
100188991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189198	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1
107985594	0	1	3	2	0	3	3	3	2	2	4	3	3	0	2	4
101954276	0	0	0	2	0	2	0	0	2	29	31	28	24	10	2	34
101928979	120	110	46	92	86	88	138	81	8	24	26	27	25	11	6	18
100132406	761	886	481	787	834	943	1040	807	540	1431	1302	952	1394	465	333	977
388677	301	386	244	305	190	207	302	213	194	523	354	323	427	141	62	382
105371254	22	33	23	26	3	4	15	4	7	19	5	22	7	4	0	15
170688	1661	1789	913	1352	1028	1148	1939	1192	311	917	618	686	692	220	106	641
102724364	726	852	419	715	632	738	917	606	98	306	512	284	308	97	100	275
105371242	1	0	0	0	0	0	1	0	0	3	1	3	3	1	0	2
107985756	0	2	0	1	0	0	0	0	6	17	13	28	13	10	0	21
112268274	3	2	1	2	6	11	1	4	8	19	16	19	11	6	2	13
100996756	132	170	145	244	169	165	275	163	84	279	247	238	196	102	41	251
105371235	1	4	2	2	4	6	3	2	1	2	1	5	2	1	0	3
105371233	0	1	0	0	2	1	2	1	0	2	2	1	1	1	0	1
107985591	14	15	7	12	6	4	8	5	3	10	7	8	4	3	0	9
100288805	90	97	43	85	74	87	96	60	22	49	69	85	19	13	11	72
149013	1123	1335	724	1039	1328	1527	1727	1216	300	831	897	752	766	273	191	695
728989	1	1	1	2	1	1	4	2	0	4	6	3	3	1	0	3
105371231	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
100189334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101447996	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
644861	18	45	7	22	23	49	43	40	1	3	3	1	2	2	1	3
5565	1487	1574	817	1295	1472	1581	1706	1240	390	1141	1642	934	1452	431	337	794
9557	3389	4136	2110	3003	2946	3555	2958	2250	830	2244	2071	1604	2623	879	518	1679
171423	7170	8614	4334	6996	6502	7349	7899	5195	416	1186	1941	887	1647	591	345	1240
2330	1745	2491	978	1675	1526	1787	1380	1061	605	1678	2025	1627	1540	503	412	1472
100289211	13	8	6	13	1	5	31	16	0	3	2	18	4	0	0	9
607	2172	3008	1373	2304	2444	2809	4040	2664	397	1063	1239	874	1060	434	257	1011
51205	925	1161	475	799	1003	1088	1014	700	619	1777	1615	1733	1138	393	236	1684
102723321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105371230	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2702	1	1	2	0	1	1	5	0	3	9	3	30	7	1	0	12
2703	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
105371229	9	11	7	8	6	2	15	5	2	3	8	3	2	0	1	9
51463	1997	2502	1486	1718	2021	2220	1991	1349	437	1192	1600	1486	1006	336	334	1380
100034743	11	13	8	13	7	13	15	14	8	14	23	23	13	4	6	24
105371228	31	38	29	35	20	21	26	19	3	11	5	11	6	1	2	10
100189140	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
26864	25	11	4	7	11	30	4	15	586	6685	4746	4791	6169	2959	1299	8564
100189193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728920	3	4	3	3	2	2	4	1	4	10	23	12	11	4	5	6
200030	825	1034	532	716	898	966	1173	774	248	611	708	571	565	205	140	503
105371227	2	2	1	3	3	2	2	1	0	2	4	3	0	0	3	3
100505824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927468	1	3	1	1	2	0	1	1	2	2	2	3	1	2	2	1
100189056	5	4	4	9	7	4	4	3	0	0	0	0	0	0	0	2
105371226	1	0	5	0	0	0	2	0	1	0	0	1	0	0	0	1
284561	39	40	39	51	34	18	48	28	2	4	37	10	3	0	3	6
100189307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105371225	11	9	11	15	7	10	18	9	2	0	1	2	0	0	0	3
100189174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100188998	0	0	3	2	3	2	4	0	0	0	0	1	0	0	0	0
100847044	3	5	1	5	5	5	4	7	10	33	30	24	11	7	0	33
101954273	6	7	2	6	4	9	17	10	0	1	1	2	5	5	2	6
102466225	0	0	1	0	0	0	0	0	0	2	7	2	1	3	1	1
100132057	25	42	26	40	3	8	24	11	16	39	38	23	33	9	8	29
101954272	23	18	19	37	7	4	11	9	4	20	24	12	9	5	8	19
107985525	18	15	13	32	5	2	9	13	10	21	13	7	13	5	6	8
388685	327	494	287	433	186	152	338	182	74	191	176	152	178	70	36	183
105371224	73	122	68	106	41	47	72	44	66	162	202	126	199	66	34	148
644591	24	33	18	17	21	24	14	13	13	26	22	24	33	12	6	20
100189005	0	0	0	0	0	0	0	2	5	39	47	23	37	7	1	28
25832	785	1013	573	858	916	1055	1180	796	591	1625	1516	1015	1684	531	389	1178
100996763	420	480	299	407	244	309	428	283	301	878	599	512	746	242	98	638
105371223	22	36	23	20	3	2	19	5	5	22	4	23	4	3	0	13
105371222	0	0	0	0	0	0	0	0	2	5	2	3	1	1	0	2
440672	1679	1817	921	1367	1043	1159	1957	1208	312	920	617	687	694	220	105	643
100996517	1357	1598	1140	1357	1275	1435	1658	1113	125	348	573	329	376	107	129	321
9659	1030	1297	586	897	1109	1236	994	750	442	1178	3059	1350	1169	422	674	1142
112268272	7	11	4	4	4	3	5	2	20	58	31	52	63	16	13	52
400818	819	983	491	738	807	928	961	690	278	763	836	682	682	226	216	646
101929790	4	5	3	2	5	2	8	2	1	5	6	4	6	1	0	5
102723348	5	11	8	14	8	9	17	9	1	2	1	3	1	0	0	2
653513	11	12	7	11	4	4	4	6	4	7	26	26	16	3	4	14
100996716	1367	1602	1130	1366	1276	1437	1655	1110	124	342	553	321	370	106	126	324
105371403	7	11	4	5	0	3	3	1	2	3	4	4	3	1	0	3
100996717	470	556	393	487	270	271	458	282	192	546	385	339	458	158	59	412
101060226	758	1013	553	837	739	880	951	653	261	629	674	497	608	211	167	545
107985752	1	0	3	0	2	2	2	0	35	160	153	132	80	31	7	92
653598	24	37	17	16	23	25	14	13	14	26	21	24	32	12	5	24
57234	375	592	495	424	312	364	446	316	75	242	206	164	198	71	42	182
100189257	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1
112268236	29	64	27	45	7	7	19	14	1	2	3	2	3	1	0	2
644634	93	184	81	149	23	22	74	46	4	12	11	13	13	6	3	18
107985753	1	0	0	0	0	0	0	0	4	10	8	8	4	2	0	3
100189228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102723955	0	3	1	2	0	0	1	3	0	1	0	1	1	1	0	1
105371406	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
100189059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2209	70	72	60	89	29	47	90	98	1	1	6	11	2	1	3	7
440689	297	343	321	472	151	185	350	261	495	1210	1308	429	1137	498	109	375
112268237	54	77	48	68	48	61	75	42	0	2	9	7	2	0	4	14
653604	9	19	8	20	3	9	8	2	157	335	199	82	241	97	25	80
8370	109	222	80	128	42	56	65	52	649	2020	1197	530	1344	660	155	497
126961	13	27	16	30	8	20	10	10	1000	2493	1336	574	1474	638	122	526
8337	1130	1827	1517	1666	682	814	1101	734	1259	3283	1904	1629	2436	926	234	1498
337873	204	336	178	254	116	128	161	107	42	102	121	64	96	49	13	55
723790	1136	1855	1531	1686	687	813	1110	744	1259	3282	1905	1628	2445	928	234	1496
333932	13	27	16	31	8	21	10	10	1000	2493	1334	575	1480	639	123	524
112268238	1896	2404	1769	2352	840	1149	1245	933	116	295	354	493	307	119	72	421
554313	101	217	77	120	42	54	62	51	647	2021	1197	530	1340	661	155	498
8349	8338	12645	10916	15783	5386	6139	9866	6917	303	722	923	746	922	395	110	911
8338	144	235	125	185	76	95	128	93	1909	5092	2309	1800	3602	1323	339	1492
317772	1	0	1	5	1	1	3	1	463	1086	560	367	662	291	44	295
51027	343	459	140	231	285	307	305	193	58	119	114	54	56	24	11	46
9900	8	6	19	20	8	10	26	13	0	4	7	3	5	2	0	8
10262	4107	6177	3363	4560	4141	4577	4423	3113	374	1119	1502	978	1163	412	349	1333
10903	197	233	248	385	237	310	319	321	244	608	974	684	840	357	180	762
56957	3786	4532	4889	5781	4909	5789	6552	5106	335	957	1334	686	1175	352	676	804
105371427	34	41	20	26	31	30	18	14	8	6	23	9	18	5	8	14
11311	1726	2262	1111	1631	1427	1482	1751	1074	422	1157	1973	928	890	333	369	712
51177	34	105	26	72	125	113	199	149	178	432	686	321	408	131	162	259
105371433	0	0	1	3	1	0	2	1	0	6	13	2	3	3	1	2
81611	1971	1817	1203	1640	3829	3854	2755	2117	738	2060	2895	2249	2041	669	680	2127
23632	292	413	183	247	349	401	396	286	80	193	295	216	218	71	54	213
109616989	0	0	0	1	0	0	5	1	1	0	1	6	1	0	0	6
51107	1528	2301	789	1287	1928	2200	2218	1466	765	1824	2478	1542	1384	531	426	1301
79630	13	14	10	14	22	30	30	17	1	7	19	8	8	1	4	14
148523	317	412	189	333	1242	1463	1433	1028	66	219	284	200	358	134	126	600
105371434	11	33	28	29	6	12	18	11	1	9	5	5	4	0	2	5
54460	4709	6392	3110	4429	3699	4430	3886	2676	653	1678	2153	1552	1218	464	357	1433
9129	3444	3981	2037	3135	2957	3566	3329	2375	146	412	439	316	307	102	102	274
23248	4599	4988	2427	3791	3877	4416	4741	3199	761	2169	2633	1872	2048	638	638	1863
80222	1927	2440	988	1348	1391	1759	1420	901	348	948	1237	1125	582	197	141	822
102465529	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0
1893	34	29	17	36	64	50	71	45	28	125	203	92	148	81	60	108
100874054	29	36	16	23	20	21	20	16	5	13	21	15	1	3	2	2
100289061	8	9	9	8	3	4	8	6	4	3	7	7	3	1	2	4
54507	74	145	60	122	72	80	147	70	27	92	66	30	86	31	22	45
100422997	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	4
574406	12	9	4	12	1	2	0	4	6	15	19	13	16	4	2	14
4170	7809	8307	4783	7162	6866	8296	9412	6341	872	2153	5415	5151	3528	1271	1607	7353
107985203	20	10	19	27	3	8	22	4	8	16	20	16	5	3	4	27
2029	6954	10295	4471	6489	6224	7071	7237	4859	1210	3193	4670	2268	2924	1040	1029	2284
112268239	60	62	47	50	33	34	68	37	1	9	18	4	5	0	1	7
55204	4007	5075	2284	3433	2223	2503	3452	2408	761	2103	4951	2240	1945	677	975	2119
84072	0	0	2	0	0	0	6	7	0	1	0	2	0	0	0	1
1520	12	14	10	17	5	11	18	12	32	78	124	205	70	23	29	231
1513	84	149	94	140	141	203	205	165	12	23	51	32	34	14	12	57
405	3038	3653	1895	2622	3832	4244	4075	2732	189	574	534	325	505	168	126	348
100996521	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1
107985204	1	2	1	1	0	0	2	0	0	0	1	2	1	0	0	0
9869	2123	2620	1187	1813	2009	2341	2399	1542	297	817	837	759	530	186	178	777
29956	7730	9018	4916	7216	7673	9520	8228	5999	956	2696	3284	546	2692	975	684	465
105371438	3	4	1	4	2	5	3	1	0	2	1	1	0	0	0	0
8416	605	804	466	676	753	815	873	598	22	52	66	41	24	10	13	38
55793	345	465	342	608	685	756	1194	809	52	152	227	161	82	30	25	72
58497	1277	1538	752	1336	1168	1245	1639	1030	550	1559	1688	369	1112	382	293	325
149428	74	82	72	102	154	154	134	113	13	44	76	34	34	9	18	29
54964	128	223	75	125	118	178	149	105	62	138	171	80	111	48	30	80
56882	5337	6298	2921	4743	6165	7214	6671	4600	149	371	563	270	363	116	130	286
10962	203	255	158	218	333	428	681	485	1260	3388	5334	4486	3474	1165	2089	5076
126626	1703	2021	964	1488	923	1087	1260	727	188	508	257	172	305	106	23	109
10500	129	159	106	173	107	155	371	230	22	74	86	42	40	25	18	39
388695	412	570	267	369	426	440	535	332	99	308	146	319	206	93	14	188
100534012	500	589	372	504	534	584	653	497	87	238	455	185	189	64	64	144
79626	3	15	2	5	1	5	3	5	4	5	4	6	1	1	0	3
79005	503	599	378	507	536	588	655	504	87	240	459	187	189	68	65	146
